"genename","uniprot","mean_ctrl","mean_patient","mito","complex"
"MANBAL","Q9NQG1",31033.25586,30244.6712266667,"nonmito",""
"MANEA","Q5SRI9",39498.9042975,33985.57487,"nonmito",""
"MANF","P55145",461212.88285,538919.666666667,"nonmito",""
"MAP1A","P78559",424428.32815,440417.489633333,"nonmito",""
"MAP1B","P46821",713153.234375,608295.541666667,"nonmito",""
"MAP1S","Q66K74;Q66K74-2",136329.09765,136757.062533333,"nonmito",""
"MAP2K1","Q02750",354714.58595,357475.239633333,"nonmito",""
"MAP2K2","P36507",262212.793,285369.895866667,"nonmito",""
"MAP2K3","P46734;P46734-3",419232.171875,265837.8021,"nonmito",""
"MAP2K4","P45985;P45985-2",91345.8808625,78947.3776033333,"nonmito",""
"MAP2K6","P52564",131891.15429,106563.0573,"nonmito",""
"MAP2K7","O14733;O14733-3;O14733-4",32374.3505875,25434.6770833333,"nonmito",""
"MAP3K2","Q9Y2U5",35034.0429675,56949.8281266667,"nonmito",""
"MAP3K20","Q9NYL2",85585.034185,110835.1302,"nonmito",""
"MAP3K20","Q9NYL2-2",368873.929725,488079.9375,"nonmito",""
"MAP3K3","Q99759;Q99759-2",67233.9257825,74822.4791666667,"nonmito",""
"MAP3K4","Q9Y6R4;Q9Y6R4-2",43155.6455075,40209.09245,"nonmito",""
"MAP3K7","O43318;O43318-2",54309.40137,61508.4166666667,"nonmito",""
"MAP4","P27816;P27816-6",900428.96875,697783.041666667,"nonmito",""
"MAP4","P27816-4",146016.8984375,88489.0911466667,"nonmito",""
"MAP4K2","Q12851;Q12851-2",28628.4980475,26415.9674466667,"nonmito",""
"MAP4K3","Q8IVH8;Q8IVH8-3",18072.8584,20637.5136733333,"nonmito",""
"MAP4K4","O95819-6",197810.476575,212337.6719,"nonmito",""
"MAP4K5","Q9Y4K4",79844.34961,80486.08073,"nonmito",""
"MAP7D1","Q3KQU3",217416.785175,246953.5677,"nonmito",""
"MAP7D3","Q8IWC1;Q8IWC1-2;Q8IWC1-4",52417.3349625,41672.7929666667,"nonmito",""
"MAPK1","P28482",981750.59375,804191.833333333,"nonmito",""
"MAPK14","Q16539",157497.66405,171318.036466667,"nonmito",""
"MAPK3","P27361",372203.4766,396424.7917,"nonmito",""
